user_id,username,num_followers,num_following,num_repos,created_at,star_time
4248736,goran-mahovlic,36,122,67,2013-04-24 14:21:23,2019-08-13 07:41:19
2615630,wlmeng11,32,52,27,2012-10-21 16:52:09,2019-08-17 12:25:16
